dataset,dataset_label,seed,method,endpoint_valid,endpoint_invalid_reason,n_dag_extensions,total_tests,contradicted_tests,contradicted_independence_tests,contradicted_dependence_tests,contradiction_rate,all_tests_enforced,raw_graph_path,facts_path
earthquake,Earthquake (5),2032,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0006_seed_2032.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep7/facts.lp
earthquake,Earthquake (5),2033,MPC,True,,1.0,59,2.0,2.0,0.0,0.03389830508474576,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0007_seed_2033.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep8/facts.lp
earthquake,Earthquake (5),2034,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0008_seed_2034.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep9/facts.lp
earthquake,Earthquake (5),2035,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0009_seed_2035.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep10/facts.lp
earthquake,Earthquake (5),2036,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0010_seed_2036.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep11/facts.lp
earthquake,Earthquake (5),2037,MPC,True,,2.0,58,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0011_seed_2037.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep12/facts.lp
earthquake,Earthquake (5),2038,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0012_seed_2038.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep13/facts.lp
earthquake,Earthquake (5),2039,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0013_seed_2039.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep14/facts.lp
earthquake,Earthquake (5),2040,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0014_seed_2040.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep15/facts.lp
earthquake,Earthquake (5),2041,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0015_seed_2041.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep16/facts.lp
earthquake,Earthquake (5),2042,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0016_seed_2042.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep17/facts.lp
earthquake,Earthquake (5),2043,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0017_seed_2043.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep18/facts.lp
earthquake,Earthquake (5),2044,MPC,True,,2.0,58,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0018_seed_2044.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep19/facts.lp
earthquake,Earthquake (5),2045,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0019_seed_2045.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep20/facts.lp
earthquake,Earthquake (5),2046,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0020_seed_2046.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep21/facts.lp
earthquake,Earthquake (5),2047,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0021_seed_2047.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep22/facts.lp
earthquake,Earthquake (5),2048,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0022_seed_2048.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep23/facts.lp
earthquake,Earthquake (5),2049,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0023_seed_2049.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep24/facts.lp
earthquake,Earthquake (5),2050,MPC,True,,2.0,58,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0024_seed_2050.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep25/facts.lp
earthquake,Earthquake (5),2051,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0025_seed_2051.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep26/facts.lp
earthquake,Earthquake (5),2052,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0026_seed_2052.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep27/facts.lp
earthquake,Earthquake (5),2053,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0027_seed_2053.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep28/facts.lp
earthquake,Earthquake (5),2054,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0028_seed_2054.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep29/facts.lp
earthquake,Earthquake (5),2055,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0029_seed_2055.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep30/facts.lp
earthquake,Earthquake (5),2056,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0030_seed_2056.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep31/facts.lp
earthquake,Earthquake (5),2057,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0031_seed_2057.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep32/facts.lp
earthquake,Earthquake (5),2058,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0032_seed_2058.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep33/facts.lp
earthquake,Earthquake (5),2059,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0033_seed_2059.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep34/facts.lp
earthquake,Earthquake (5),2060,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0034_seed_2060.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep35/facts.lp
earthquake,Earthquake (5),2061,MPC,True,,1.0,54,1.0,1.0,0.0,0.018518518518518517,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0035_seed_2061.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep36/facts.lp
earthquake,Earthquake (5),2062,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0036_seed_2062.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep37/facts.lp
earthquake,Earthquake (5),2063,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0037_seed_2063.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep38/facts.lp
earthquake,Earthquake (5),2064,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0038_seed_2064.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep39/facts.lp
earthquake,Earthquake (5),2065,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0039_seed_2065.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep40/facts.lp
earthquake,Earthquake (5),2066,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0040_seed_2066.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep41/facts.lp
earthquake,Earthquake (5),2067,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0041_seed_2067.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep42/facts.lp
earthquake,Earthquake (5),2068,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0042_seed_2068.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep43/facts.lp
earthquake,Earthquake (5),2069,MPC,True,,1.0,54,1.0,1.0,0.0,0.018518518518518517,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0043_seed_2069.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep44/facts.lp
earthquake,Earthquake (5),2070,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0044_seed_2070.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep45/facts.lp
earthquake,Earthquake (5),2071,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0045_seed_2071.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep46/facts.lp
earthquake,Earthquake (5),2072,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0046_seed_2072.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep47/facts.lp
earthquake,Earthquake (5),2073,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0047_seed_2073.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep48/facts.lp
earthquake,Earthquake (5),2074,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0048_seed_2074.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep49/facts.lp
earthquake,Earthquake (5),2075,MPC,True,,1.0,54,0.0,0.0,0.0,0.0,True,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/earthquake/MPC/run_0049_seed_2075.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_earthquake_alpha001_nowrong_noweight_seed2026_2075_20260715_155009/rep50/facts.lp
survey,Survey (6),2026,MPC,False,ValueError: Endpoint graph has no consistent DAG extension,,52,,,,,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0000_seed_2026.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep1/facts.lp
survey,Survey (6),2027,MPC,True,,2.0,33,5.0,2.0,3.0,0.15151515151515152,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0001_seed_2027.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep2/facts.lp
survey,Survey (6),2028,MPC,True,,1.0,64,19.0,16.0,3.0,0.296875,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0002_seed_2028.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep3/facts.lp
survey,Survey (6),2029,MPC,False,ValueError: Endpoint graph has no consistent DAG extension,,52,,,,,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0003_seed_2029.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep4/facts.lp
survey,Survey (6),2030,MPC,True,,6.0,68,20.0,16.0,4.0,0.29411764705882354,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0004_seed_2030.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep5/facts.lp
survey,Survey (6),2031,MPC,True,,1.0,72,19.0,19.0,0.0,0.2638888888888889,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0005_seed_2031.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep6/facts.lp
survey,Survey (6),2032,MPC,True,,5.0,53,12.0,7.0,5.0,0.22641509433962265,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0006_seed_2032.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep7/facts.lp
survey,Survey (6),2033,MPC,True,,6.0,47,17.0,17.0,0.0,0.3617021276595745,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0007_seed_2033.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep8/facts.lp
survey,Survey (6),2034,MPC,True,,6.0,40,15.0,1.0,14.0,0.375,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0008_seed_2034.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep9/facts.lp
survey,Survey (6),2035,MPC,False,ValueError: Endpoint graph has no consistent DAG extension,,53,,,,,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0009_seed_2035.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep10/facts.lp
survey,Survey (6),2036,MPC,True,,5.0,36,12.0,10.0,2.0,0.3333333333333333,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0010_seed_2036.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep11/facts.lp
survey,Survey (6),2037,MPC,True,,5.0,32,10.0,10.0,0.0,0.3125,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0011_seed_2037.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep12/facts.lp
survey,Survey (6),2038,MPC,False,ValueError: Endpoint graph has no consistent DAG extension,,80,,,,,False,results/paper_aaai2027/frozen/results/estimated_graphs/paper_bnlearn_alpha001_nowrong_noweight_50rep_mpc_fgs/survey/MPC/run_0012_seed_2038.npz,results/paper_aaai2027/frozen/results/final_mcs_experiments_er_sf_alpha001_nowrong_noweight_50rep_chunked/wc_sweep_bnlearn_survey_alpha001_nowrong_noweight_seed2026_2075_20260715_155405/rep13/facts.lp
